LAST_EXEC_TS	TCODE	ABAP_PROGRAM	EXEC_COUNT	TOTAL_EXEC_TIME_SEC	AVG_EXEC_TIME_SEC	MAX_EXEC_TIME_SEC	MIN_EXECUTION_MEMORY_SIZE	MAX_EXECUTION_MEMORY_SIZE	TOTAL_EXECUTION_MEMORY_SIZE	SQL_TEXT
20260307165505288276000		ZCL_U4A_APP_CHECKER===========CP	1,425,329	257.096000000	0.000000000	0.057000000	30,904	46,904	46,212,694,712	SELECT "DATA" FROM "REPOSRC" WHERE "PROGNAME" = ? AND "R3STATE" = ?
20260307105504967622000		SAPLMBMM	2,162	257.051000000	0.119000000	12.708000000	590,592	602,600	1,278,604,088	UPDATE "MBEW" SET "VERPR" = ? , "MBRUE" = ? , "LFMON" = ? , "LFGJA" = ? , "TIMESTAMP" = ? WHERE "MANDT" = ? AND "MATNR" = ? AND "BWKEY" = ? AND "BWTAR" = ?
20260307095458648089000		ZCL_U4A_APP_ESOMDR01010U======CP	2,329	254.451000000	0.109000000	0.288000000	1,020,040	62,994,328	89,899,234,220	SELECT /* FDA READ */ "PROMO_TYPE_NM" , "OFR_TRM_ST_NM" , "OFR_NAME" , "ZZITM_OFSDT" , RTRIM( LTRIM( "EXT_OFR_ID" , N'0' ) ) "OFR_ID" , "ZZITM_OFEDT" , "DISC_TCD_ITM" , "DISC_VAL_ITM" , "CURRENCY_CODE" FROM /* Entity name: ZCDS_OFR_WA_ITM_DDL */ "ZCDS_OFR_WA_ITM" "ZCDS_OFR_WA_ITM_DDL" WHERE "MANDT" = ? AND "ZBIZTPCD" = ? AND NOT "EXT_OFR_ID" IN ( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? ) AND "WERKS" = ? AND RTRIM( LTRIM( "EAN11" , N'0' ) ) = ? AND "PROMO_TYPE" <> N'Z015' AND "ITM_FLG_DELETED" = N'' AND "ZZITM_OFSDT" <= ? AND "ZZITM_OFEDT" >= ? ORDER BY "ZCDS_OFR_WA_ITM_DDL" . "EXT_OFR_ID"
20260307175501264965000		SAPLZSD060	4,866	252.290000000	0.052000000	0.603000000	69,320	12,030,536	3,208,444,836	SELECT /* FDA READ */ "ZSDT30120" . "WERKS" , "ZSDT30120" . "LGORT" , "ZSDT30120" . "MATNR" , "ZSDT30120" . "MEINH" "ERFME" , SUM( "ZSDT30120" . "PICK_QTY" ) "ERFMG" , "MARA" . "MEINS" FROM "ZSDT30120" INNER JOIN "MARA" ON "ZSDT30120" . "MANDT" = "MARA" . "MANDT" AND "MARA" . "MATNR" = "ZSDT30120" . "MATNR" INNER JOIN /* Redirected table: MARC */ "NSDM_V_MARC" "MARC" ON "ZSDT30120" . "MANDT" = "MARC" . "MANDT" AND "ZSDT30120" . "WERKS" = "MARC" . "WERKS" AND "ZSDT30120" . "MATNR" = "MARC" . "MATNR" WHERE "ZSDT30120" . "MANDT" = ? AND "ZSDT30120" . "VKORG" = ? AND "ZSDT30120" . "WERKS" = ? AND "ZSDT30120" . "MATNR" = ? AND "ZSDT30120" . "PICK_DATE" >= ? AND "ZSDT30120" . "MBLNR" = ? AND "MARC" . "ZPURSTRCD" = N'1' AND "ZSDT30120" . "BUDAT" BETWEEN ? AND ? AND "ZSDT30120" . "PICK_CFM_YN" = N'1' GROUP BY "ZSDT30120" . "WERKS" , "ZSDT30120" . "LGORT" , "ZSDT30120" . "MATNR" , "ZSDT30120" . "MEINH" , "MARA" . "MEINS"
20260307165504018871000		CL_XMS_PERSIST================CP	291,475	252.274000000	0.001000000	0.927000000	53,928	60,520	15,854,192,872	INSERT INTO "SXMSPVERS" ( "MANDT" , "MSGGUID" , "PID" , "VERS" , "PAYLCOUNT" , "VERS_LINK" , "PAYLCOUNT_LINK" , "PELGUID" , "MSGSTATE" , "TIMESTAMP" , "LOG_ENTRY" , "RESPONSE" , "CLIENT" , "REST_VERS" , "MAJOR" , "MINOR" , "MSG_SIZE" , "ENC_KEY" ) VALUES( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? )
20260307125459279727000		SAPLZMM410	24,568	250.304000000	0.010000000	0.407000000	0	14,007,444	33,239,800,244	SELECT /* FDA WRITE */ "A" . "WERKS" , "A" . "EBELN" , "A" . "EBELP" , "A" . "ZZBATCH_CODE" , "A" . "ZZSTR_CODE" , "A" . "MATNR" , "A" . "MAKTX" , "A" . "MENGE" , "A" . "ZCONF_QTY" , "A" . "MEINS" , "A" . "ZFNCCD" , "A" . "ZZSTR_RCV_PLAN_DATE" , "A" . "EINDT" , "A" . "UMREZ" , "A" . "ZCONF_QTY" * "A" . "UMREZ" "GI_QTY" , RTRIM( CAST( N'' AS NVARCHAR(4) ) ) "LGORT" , RTRIM( CAST( N'' AS NVARCHAR(4) ) ) "WERKS_D" FROM "ZLET20540" "A" INNER JOIN ? "B" ("MATNR" NVARCHAR(40)) ON "A" . "MATNR" = "B" . "MATNR" WHERE "A" . "MANDT" = ? AND "A" . "ZZSTR_CODE" = ? AND "A" . "ZZSTR_RCV_PLAN_DATE" = ? AND "A" . "ZFNCCD" = N'2' AND "A" . "ZZBATCH_CODE" IN ( ? , ? )
20260307115502459652000		CL_XMS_PERSIST================CP	281,480	249.594000000	0.001000000	0.770000000	54,328	57,784	15,298,971,888	INSERT INTO "SXMSPEMAS" ( "MANDT" , "MSGGUID" , "PID" , "OB_SYSTEM" , "OB_NS" , "OB_NAME" , "OB_PARTY" , "OB_PARTY_TYPE" , "OB_PARTY_AGENCY" , "OB_OPERATION" , "IB_SYSTEM" , "IB_NS" , "IB_NAME" , "IB_PARTY" , "IB_PARTY_TYPE" , "IB_PARTY_AGENCY" , "IB_OPERATION" ) VALUES( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? )
20260307155156030974000		SAPLEINU	10,718	247.469000000	0.023000000	2.014000000	236,376	6,248,448	8,265,308,600	INSERT INTO "EKPO" ( "MANDT" , "EBELN" , "EBELP" , "UNIQUEID" , "LOEKZ" , "STATU" , "AEDAT" , "TXZ01" , "MATNR" , "EMATN" , "BUKRS" , "WERKS" , "LGORT" , "BEDNR" , "MATKL" , "INFNR" , "IDNLF" , "KTMNG" , "MENGE" , "MEINS" , "BPRME" , "BPUMZ" , "BPUMN" , "UMREZ" , "UMREN" , "NETPR" , "PEINH" , "NETWR" , "BRTWR" , "AGDAT" , "WEBAZ" , "MWSKZ" , "TXDAT_FROM" , "TXDAT" , "TAX_COUNTRY" , "BONUS" , "INSMK" , "SPINF" , "PRSDR" , "SCHPR" , "MAHNZ" , "MAHN1" , "MAHN2" , "MAHN3" , "UEBTO" , "UEBTK" , "UNTTO" , "BWTAR" , "BWTTY" , "ABSKZ" , "AGMEM" , "ELIKZ" , "EREKZ" , "PSTYP" , "KNTTP" , "KZVBR" , "VRTKZ" , "TWRKZ" , "WEPOS" , "WEUNB" , "REPOS" , "WEBRE" , "KZABS" , "LABNR" , "KONNR" , "KTPNR" , "ABDAT" , "ABFTZ" , "ETFZ1" , "ETFZ2" , "KZSTU" , "NOTKZ" , "LMEIN" , "EVERS" , "ZWERT" , "NAVNW" , "ABMNG" , "PRDAT" , "BSTYP" , "EFFWR" , "XOBLR" , "KUNNR" , "ADRNR" , "EKKOL" , "SKTOF" , "STAFO" , "PLIFZ" , "NTGEW" , "GEWEI" , "TXJCD" , "ETDRK" , "SOBKZ" , "ARSNR" , "ARSPS" , "INSNC" , "SSQSS" , "ZGTYP" , "EAN11" , "BSTAE" , "REVLV" , "GEBER" , "FISTL" , "FIPOS" , "KO_GSBER" , "KO_PARGB" , "KO_PRCTR" , "KO_PPRCTR" , "MEPRF" , "BRGEW" , "VOLUM" , "VOLEH" , "INCO1" , "INCO2" , "VORAB" , "KOLIF" , "LTSNR" , "PACKNO" , "FPLNR" , "GNETWR" , "STAPO" , "UEBPO" , "LEWED" , "EMLIF" , "LBLKZ" , "SATNR" , "ATTYP" , "VSART" , "HANDOVERLOC" , "KANBA" , "ADRN2" , "CUOBJ" , "XERSY" , "EILDT" , "DRDAT" , "DRUHR" , "DRUNR" , "AKTNR" , "ABELN" , "ABELP" , "ANZPU" , "PUNEI" , "SAISO" , "SAISJ" , "EBON2" , "EBON3" , "EBONF" , "MLMAA" , "MHDRZ" , "ANFNR" , "ANFPS" , "KZKFG" , "USEQU" , "UMSOK" , "BANFN" , "BNFPO" , "MTART" , "UPTYP" , "UPVOR" , "KZWI1" , "KZWI2" , "KZWI3" , "KZWI4" , "KZWI5" , "KZWI6" , "SIKGR" , "MFZHI" , "FFZHI" , "RETPO" , "AUREL" , "BSGRU" , "LFRET" , "MFRGR" , "NRFHG" , "J_1BNBM" , "J_1BMATUSE" , "J_1BMATORG" , "J_1BOWNPRO" , "J_1BINDUST" , "ABUEB" , "NLABD" , "NFABD" , "KZBWS" , "BONBA" , "FABKZ" , "LOADINGPOINT" , "J_1AINDXP" , "J_1AIDATEP" , "MPROF" , "EGLKZ" , "KZTLF" , "KZFME" , "RDPRF" , "TECHS" , "CHG_SRV" , "CHG_FPLNR" , "MFRPN" , "MFRNR" , "EMNFR" , "NOVET" , "AFNAM" , "TZONRC" , "IPRKZ" , "LEBRE" , "BERID" , "XCONDITIONS" , "APOMS" , "CCOMP" , "GRANT_NBR" , "FKBER" , "STATUS" , "RESLO" , "KBLNR" , "KBLPOS" , "PS_PSP_PNR" , "KOSTL" , "SAKTO" , "WEORA" , "SRV_BAS_COM" , "PRIO_URG" , "PRIO_REQ" , "EMPST" , "DIFF_INVOICE" , "TRMRISK_RELEVANT" , "CREATIONDATE" , "CREATIONTIME" , "SPE_ABGRU" , "SPE_CRM_SO" , "SPE_CRM_SO_ITEM" , "SPE_CRM_REF_SO" , "SPE_CRM_REF_ITEM" , "SPE_CRM_FKREL" , "SPE_CHNG_SYS" , "SPE_INSMK_SRC" , "SPE_CQ_CTRLTYPE" , "SPE_CQ_NOCQ" , "REASON_CODE" , "CQU_SAR" , "ANZSN" , "SPE_EWM_DTC" , "EXLIN" , "EXSNR" , "EHTYP" , "RETPC" , "DPTYP" , "DPPCT" , "DPAMT" , "DPDAT" , "FLS_RSTO" , "EXT_RFX_NUMBER" , "EXT_RFX_ITEM" , "EXT_RFX_SYSTEM" , "SRM_CONTRACT_ID" , "SRM_CONTRACT_ITM" , "BLK_REASON_ID" , "BLK_REASON_TXT" , "ITCONS" , "FIXMG" , "WABWE" , "CMPL_DLV_ITM" , "INCO2_L" , "INCO3_L" , "STAWN" , "ISVCO" , "GRWRT" , "SERVICEPERFORMER" , "PRODUCTTYPE" , "GR_BY_SES" , "REQUESTFORQUOTATION" , "REQUESTFORQUOTATIONITEM" , "EXTMATERIALFORPURG" , "TARGET_VALUE" , "EXTERNALREFERENCEID" , "TC_AUT_DET" , "MANUAL_TC_REASON" , "FISCAL_INCENTIVE" , "TAX_SUBJECT_ST" , "FISCAL_INCENTIVE_ID" , "SF_TXJCD" , "DUMMY_EKPO_INCL_EEW_PS" , "EXPECTED_VALUE" , "LIMIT_AMOUNT" , "CONTRACT_FOR_LIMIT" , "ENH_DATE1" , "ENH_DATE2" , "ENH_PERCENT" , "ENH_NUMC1" , "_DATAAGING" , "CUPIT" , "CIGIT" , "/BEV1/NEGEN_ITEM" , "/BEV1/NEDEPFREE" , "/BEV1/NESTRUCCAT" , "ADVCODE" , "BUDGET_PD" , "EXCPE" , "FMFGUS_KEY" , "IUID_RELEVANT" , "MRPIND" , "SGT_SCAT" , "SGT_RCAT" , "TMS_REF_UUID" , "TMS_SRC_LOC_KEY" , "TMS_DES_LOC_KEY" , "WRF_CHARSTC1" , "WRF_CHARSTC2" , "WRF_CHARSTC3" , "ZZSTR_RCV_PLAN_DATE" , "ZZCTR_ARR_PLAN_DATE" , "ZZBATCH_CODE" , "ZPURTYCD" , "ZPLYN" , "ZZRCV_PATH_CODE" , "ZZSTR_CODE" , "ZZCTR_CODE" , "ZCTRUSECD" , "ZZEAN11" , "ZFICPMYN" , "ZMCH_L1" , "ZMCH_L2" , "ZASNSKUYN" , "ZZORFM_NOR_YN" , "ZZAUTO_OD_YN" , "ZZCONTRACT" , "ZZTDC_STO" , "ZZTDC_STO_ITEM" , "ZZKUNNR" , "ZZB2B_SO" , "ZZB2B_SO_ITEM" , "ZZORIGIN_PO" , "ZZORIGIN_ITEM" , "ZZNEXT_OD_DATE" , "ZZNEXT_RCV_PLAN_DATE" , "ZZBUYER_ID" , "ZZSHIPPING_TYPE" , "ZORIGNCD" , "ZRDCODYN" , "ZZOD_TYPE_CODE" , "ZZOD_KIND_CODE" , "ZZVBELN" , "ZZPOSNR" , "REFSITE" , "ZAPCGK" , "APCGK_EXTEND" , "ZBAS_DATE" , "ZADATTYP" , "ZSTART_DAT" , "Z_DEV" , "ZINDANX" , "ZLIMIT_DAT" , "NUMERATOR" , "HASHCAL_BDAT" , "HASHCAL" , "NEGATIVE" , "HASHCAL_EXISTS" , "KNOWN_INDEX" , "/SAPMP/GPOSE" , "ANGPN" , "ADMOI" , "ADPRI" , "LPRIO" , "ADACN" , "AFPNR" , "BSARK" , "AUDAT" , "ANGNR" , "PNSTAT" , "ADDNS" , "ASSIGNMENT_PRIORITY" , "ARUN_GROUP_PRIO" , "ARUN_ORDER_PRIO" , "SERRU" , "SERNP" , "DISUB_SOBKZ" , "DISUB_PSPNR" , "DISUB_KUNNR" , "DISUB_VBELN" , "DISUB_POSNR" , "DISUB_OWNER" , "FSH_SEASON_YEAR" , "FSH_SEASON" , "FSH_COLLECTION" , "FSH_THEME" , "FSH_ATP_DATE" , "FSH_VAS_REL" , "FSH_VAS_PRNT_ID" , "FSH_TRANSACTION" , "FSH_ITEM_GROUP" , "FSH_ITEM" , "FSH_SS" , "FSH_GRID_COND_REC" , "FSH_PSM_PFM_SPLIT" , "CNFM_QTY" , "FSH_PQR_UEPOS" , "RFM_DIVERSION" , "RFM_SCC_INDICATOR" , "STPAC" , "LGBZO" , "LGBZO_B" , "ADDRNUM" , "CONSNUM" , "BORGR_MISS" , "DEP_ID" , "BELNR" , "KBLPOS_CAB" , "KBLNR_COMP" , "KBLPOS_COMP" , "WBS_ELEMENT" , "RFM_PSST_RULE" , "RFM_PSST_GROUP" , "RFM_REF_DOC" , "RFM_REF_ITEM" , "RFM_REF_ACTION" , "RFM_REF_SLITEM" , "REF_ITEM" , "SOURCE_ID" , "SOURCE_KEY" , "PUT_BACK" , "POL_ID" , "CONS_ORDER" ) VALUES( ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? , ? )
20260307094531262014000		SAPLZSD1049	56,808	247.385000000	0.004000000	0.418000000	57,064	3,413,680	26,876,429,088	UPDATE "ZSDT28950" SET "ZSTATCHG" = ? , "ZUDSDATE" = ? , "ZUDSTIME" = ? WHERE "MANDT" = ? AND "ZBIZTPCD" = ? AND "EAN11" = ? AND "VRKME" = ?
20260307115154337942000		SAPLZSD1049	54,205	246.484000000	0.005000000	0.513000000	57,064	2,265,864	25,427,707,928	UPDATE "ZSDT28950" SET "ZSTATCHG" = ? , "ZUDSDATE" = ? , "ZUDSTIME" = ? WHERE "MANDT" = ? AND "ZBIZTPCD" = ? AND "EAN11" = ? AND "VRKME" = ?
