LAST_EXEC_TS	TCODE	TCODE_TEXT	ABAP_PROGRAM	EXEC_COUNT	TOTAL_EXEC_TIME_SEC	AVG_EXEC_TIME_SEC	MAX_EXEC_TIME_SEC	MIN_EXECUTION_MEMORY_SIZE	MAX_EXECUTION_MEMORY_SIZE	TOTAL_EXECUTION_MEMORY_SIZE	SQL_TEXT
20260627141032834017000			CL_SQL_STATEMENT==============CP	1	3,331.040000000	3,331.040000000	3,331.040000000	4,685,585,789	4,685,585,789	4,685,585,789	CALL DSO_ACTIVATE_PERSISTED ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? )
20260627155913349807000			CL_SQL_STATEMENT==============CP	2	2,362.366000000	1,181.183000000	2,362.315000000	14,052,168	16,647,357,092	16,661,409,260	CALL DSO_ACTIVATE_PERSISTED ( ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ? )
20260627140706560383000			CL_RSDTIS_OBJECT==============CP	41	1,906.102000000	46.490000000	60.831000000	25,640,450,200	25,813,904,312	1,056,344,216,896	"/* procedure: SAPHANADB./BIC/ZHOUJR6DH0GYCUAXN5I0_A=>GLOBAL_END variable: OUTTAB line: 25 col: 9 */ select
         a.""AC_DOC_NO""
        ,a.""ITEM_NUM""
        ,a.""AC_DOC_NR""
        ,a.""AC_DOC_LN""
        ,a.""AC_LEDGER""
        ,a.""COMP_CODE""
        ,a.""FISCVARNT""
        ,a.""FISCPER""
        ,a.""CALMONTH""
        ,a.""RECTYPE""
        ,a.""VERSION""
        ,a.""RECORDMODE""
        ,a.""AC_DOC_TYP""
        ,a.""CLR_DOC_NO""
        ,a.""POST_KEY""
        ,a.""FI_DOCSTAT""
        ,a.""ACCT_TYPE""
        ,a.""CHRT_ACCTS""
        ,a.""GL_ACCOUNT""
        ,a.""SP_GL_IND""
        ,a.""BUS_AREA""
        ,a.""CO_AREA""
        ,a.""COSTCENTER""
        ,a.""PROFIT_CTR""
        ,a.""FUNC_AREA""
        ,a.""PLANT""
        ,a.""SEGMENT""
        ,a.""PCOMPANY""
        ,a.""PBUS_AREA""
        ,a.""PART_CCTR""
        ,a.""PART_PRCTR""
        ,a.""PFUNC_AREA""
        ,a.""PSEGMENT""
        ,a.""COSTELMNT""
        ,a.""COORDER""
        ,a.""WBS_ELEMT""
        ,a.""ASSET""
        ,a.""ASSET_MAIN""
        ,a.""FUND""
        ,a.""FM_AREA""
        ,a.""POSTXT""
        ,a.""IS_TXCOD""
        ,a.""MOVE_TYPE""
        ,a.""FI_DBCRIND""
        ,a.""DCINDIC""
        ,a.""FI_XARCH""
        ,a.""FI_RACTIV""
        ,a.""FI_AWTYP""
        ,a.""PSM_AWKEY""
        ,a.""REF_DOC_NO""
        ,a.""REF_KEY1""
        ,a.""REF_KEY2""
        ,a.""REF_KEY3""
        ,a.""LOC_CURTP2""
        ,a.""LOC_CURTP3""
        ,a.""ACCOUNT""

-- 마감체크 안함 : 2022.11.25 BW07
        ,a.""/BIC/ZPL_EXCLD""
/*      ,CASE WHEN F.""CREATIONDATETIME"" <> '' AND F.""CREATIONDATETIME"" IS NOT NULL AND F.""CREATIONDATETIME"" <> '00000000000000'
              THEN CASE WHEN F.""CREATIONDATETIME"" < a.""CREATEDON""||a.""CREA_TIME""
                        THEN 'X'
                        ELSE ''
                   END
              ELSE ''
         END AS ""/BIC/ZPL_EXCLD""
*/
--   ,a.""/BIC/ZSTR_ONC""
        ,CASE WHEN P.""RT_LCLDAT"" <> '00000000' AND TO_CHAR(P.""RT_LCLDAT"",'YYYYMM') < LEFT(a.""PSTNG_DATE"",6)
              THEN 'C'                                                            -- 폐점일이 현재년월보다 작으면 폐점
              ELSE CASE WHEN TO_CHAR(P.""RT_LOPDAT"",'YYYY') = LEFT(a.""PSTNG_DATE"",4)
--                         OR TO_CHAR(P.""RT_LOPDAT"",'YYYY') = TO_CHAR(ADD_YEARS(TO_DATS(a.""PSTNG_DATE""),-1),'YYYY')
                          OR TO_CHAR(P.""RT_LOPDAT"",'YYYY') = TO_CHAR(ADD_YEARS(TO_DATS(case when a.""PSTNG_DATE"" = '00000000' then '99991231' else a.""PSTNG_DATE"" end),-1),'YYYY')
                        THEN 'N'                                                  -- 개점일이 현재년, 전년이면 신규점
                        ELSE 'O'                                                  -- Else 기존점
                   END
         END AS ""/BIC/ZSTR_ONC""

        ,a.""MATERIAL""

--   ,a.""/BIC/ZSPC_TCD""
--        ,CASE WHEN SUBSTR(a.PROFIT_CTR,5,1) = 'E' THEN '003'
--              WHEN P.""/BIC/ZSPSTRYN"" = 'X' THEN P.""/BIC/ZSPC_TCD""
--              ELSE ''
--         END AS ""/BIC/ZSPC_TCD""
         ,IFNULL(PRCTR.""/BIC/ZSPC_TCD"", '')   AS ""/BIC/ZSPC_TCD""

--       ,a.""/BIC/ZMMSTA""
--      ,COALESCE(M.""/BIC/ZMMSTA"",'') AS ""/BIC/ZMMSTA""
        ,CASE WHEN A.""CALMONTH"" >= TO_CHAR(CURRENT_DATE,'YYYYMM')                                                -- 당월 Or 미래는 현재 마스터 기준, Else  이력데이터 기준
                THEN COALESCE(M2.""/BIC/ZMMSTA"",'')
                ELSE COALESCE(H2.""/BIC/ZMMSTA"",'')
         END                            AS ""/BIC/ZMMSTA""                                                         -- 상품운영상태

--       ,a.""VENDOR""
        ,COALESCE(E.""VENDOR"",'') AS ""VENDOR""

--       ,a.""/BIC/ZPLYN""
--      ,COALESCE(N.""/BIC/ZPLYN"",'') AS ""/BIC/ZPLYN""
        ,CASE WHEN A.""CALMONTH"" >= TO_CHAR(CURRENT_DATE,'YYYYMM')                                                -- 당월 Or 미래는 현재 마스터 기준, Else  이력데이터 기준
                THEN COALESCE(M1.""/BIC/ZPLYN"",'')
                ELSE COALESCE(H1.""/BIC/ZPLYN"",'')
         END                           AS ""/BIC/ZPLYN""                                                           -- PL여부

--       ,a.""/BIC/ZSRCGB""
--      ,COALESCE(N.""/BIC/ZSRCGB"",'') AS ""/BIC/ZSRCGB""
        ,CASE WHEN A.""CALMONTH"" >= TO_CHAR(CURRENT_DATE,'YYYYMM')                                                -- 당월 Or 미래는 현재 마스터 기준, Else  이력데이터 기준
                THEN COALESCE(M1.""/BIC/ZSRCGB"",'')
                ELSE COALESCE(H1.""/BIC/ZSRCGB"",'')
         END                           AS ""/BIC/ZSRCGB""                                                          -- 소싱구분코드

--       ,a.""/BIC/ZPURTYCD""
--      ,COALESCE(M.""/BIC/ZPURTYCD"",'') AS ""/BIC/ZPURTYCD""
        ,CASE WHEN A.""CALMONTH"" >= TO_CHAR(CURRENT_DATE,'YYYYMM')                                                -- 당월 Or 미래는 현재 마스터 기준, Else  이력데이터 기준
                THEN COALESCE(M2.""/BIC/ZPURTYCD"",'')
                ELSE COALESCE(H2.""/BIC/ZPURTYCD"",'')
         END                           AS ""/BIC/ZPURTYCD""                                                        -- 매입형태코드

--       ,a.""/BIC/ZBIZTPCD""
--       ,COALESCE(N.""/BIC/ZBIZTPCD"",'') AS ""/BIC/ZBIZTPCD""
--       ,CASE WHEN A.""CALMONTH"" >= TO_CHAR(CURRENT_DATE,'YYYYMM')                                                -- 당월 Or 미래는 현재 마스터 기준, Else  이력데이터 기준
--               THEN COALESCE(M2.""/BIC/ZBIZTPCD"",'')
--               ELSE COALESCE(H2.""/BIC/ZBIZTPCD"",'')
--        END                           AS ""/BIC/ZBIZTPCD""                                                        -- 업태코드

        ,COALESCE(M1.""/BIC/ZBIZTPCD"",'') AS ""/BIC/ZBIZTPCD""                                                       -- 업태코드(ZMATPLANT 업태 관리가 안되고 있기 때문에 MATERIAL 업태 사용하도록 로직 변경 25.02.26)
        ,a.""FISCYEAR""
        ,a.""FISCPER3""
        ,a.""DOC_DATE""
        ,a.""PSTNG_DATE""
        ,a.""UPD_DATE""
        ,a.""CLEAR_DATE""
        ,a.""CLR_DOC_FY""
        ,a.""CALYEAR""
        ,a.""HALFYEAR1""
        ,a.""CALQUARTER""
        ,a.""CALMONTH2""
        ,a.""CALWEEK""
        ,a.""CALDAY""
        ,a.""/BIC/ZCALWEEK""
        ,a.""CREATEDON""
        ,a.""CREA_TIME""
        ,a.""UNIT""
        ,a.""G_L_CURRCY""
        ,a.""DOC_CURRCY""
        ,a.""LOC_CURRCY""
        ,a.""LOC_CURRC2""
        ,a.""LOC_CURRC3""
        ,a.""QUANTITY""
        ,a.""/BIC/ZPSWBT""
        ,a.""CREDIT_DC""
        ,a.""CREDIT_LC""
        ,a.""CREDIT_LC2""
        ,a.""CREDIT_LC3""
        ,a.""DEBIT_DC""
        ,a.""DEBIT_LC""
        ,a.""DEBIT_LC2""
        ,a.""DEBIT_LC3""
        ,a.""DEB_CRE_DC""
        ,a.""DEB_CRE_LC""
        ,a.""DEB_CRE_L2""
        ,a.""DEB_CRE_L3""
        ,a.""RECORD""
        ,a.""SQL__PROCEDURE__SOURCE__RECORD""
        from (SELECT ""AC_DOC_NO"", ""ITEM_NUM"", ""AC_DOC_NR"", ""AC_DOC_LN"", ""AC_LEDGER"", ""COMP_CODE"", ""FISCVARNT"", ""FISCPER"", ""CALMONTH"", ""RECTYPE"", ""VERSION"", ""RECORDMODE"", ""AC_DOC_TYP"", ""CLR_DOC_NO"", ""POST_KEY"", ""FI_DOCSTAT"", ""ACCT_TYPE"", ""CHRT_ACCTS"", ""GL_ACCOUNT"", ""SP_GL_IND"", ""BUS_AREA"", ""CO_AREA"", ""COSTCENTER"", ""PROFIT_CTR"", ""FUNC_AREA"", ""PLANT"", ""SEGMENT"", ""PCOMPANY"", ""PBUS_AREA"", ""PART_CCTR"", ""PART_PRCTR"", ""PFUNC_AREA"", ""PSEGMENT"", ""COSTELMNT"", ""COORDER"", ""WBS_ELEMT"", ""ASSET"", ""ASSET_MAIN"", ""FUND"", ""FM_AREA"", ""POSTXT"", ""IS_TXCOD"", ""MOVE_TYPE"", ""FI_DBCRIND"", ""DCINDIC"", ""FI_XARCH"", ""FI_RACTIV"", ""FI_AWTYP"", ""PSM_AWKEY"", ""REF_DOC_NO"", ""REF_KEY1"", ""REF_KEY2"", ""REF_KEY3"", ""LOC_CURTP2"", ""LOC_CURTP3"", ""ACCOUNT"", ""/BIC/ZPL_EXCLD"", ""/BIC/ZSTR_ONC"", ""MATERIAL"", ""/BIC/ZSPC_TCD"", ""/BIC/ZMMSTA"", ""VENDOR"", ""/BIC/ZPLYN"", ""/BIC/ZSRCGB"", ""/BIC/ZPURTYCD"", ""/BIC/ZBIZTPCD"", ""FISCYEAR"", ""FISCPER3"", ""DOC_DATE"", ""PSTNG_DATE"", ""UPD_DATE"", ""CLEAR_DATE"", ""CLR_DOC_FY"", ""CALYEAR"", ""HALFYEAR1"", ""CALQUARTER"", ""CALMONTH2"", ""CALWEEK"", ""CALDAY"", ""/BIC/ZCALWEEK"", ""CREATEDON"", ""CREA_TIME"", ""UNIT"", ""G_L_CURRCY"", ""DOC_CURRCY"", ""LOC_CURRCY"", ""LOC_CURRC2"", ""LOC_CURRC3"", ""QUANTITY"", ""/BIC/ZPSWBT"", ""CREDIT_DC"", ""CREDIT_LC"", ""CREDIT_LC2"", ""CREDIT_LC3"", ""DEBIT_DC"", ""DEBIT_LC"", ""DEBIT_LC2"", ""DEBIT_LC3"", ""DEB_CRE_DC"", ""DEB_CRE_LC"", ""DEB_CRE_L2"", ""DEB_CRE_L3"", ""RECORD"", ""SQL__PROCEDURE__SOURCE__RECORD"" FROM ""SAPHANADB"".""_SYS_SS2_TMP_TABLE_4_48039780_4905136607368982149_1"") as a

        LEFT OUTER JOIN ""/BIC/ZHOUJR6DH0GYCUAXN5I0_A=>/BIC/PZEORD_VND#covw""  as E                                         -- 소스 리스트
                     ON E.""PLANT""                         = a.""PLANT""
                    AND E.""MATERIAL""                      = a.""MATERIAL""
                    AND E.""OBJVERS""                       = 'A'
                    AND TO_CHAR(E.""DATEFROM"",'YYYYMMDD') <= a.""PSTNG_DATE""
                    AND TO_CHAR(E.""DATETO""  ,'YYYYMMDD') >= a.""PSTNG_DATE""
        --*
        LEFT OUTER JOIN ""/BIC/ZHOUJR6DH0GYCUAXN5I0_A=>/BI0/PPLANT#covw""      as P                                         -- 점포
                     ON P.""PLANT""           = a.""PLANT""
                    AND P.""OBJVERS""         = 'A'
        --*
        LEFT OUTER JOIN ""/BIC/ZHOUJR6DH0GYCUAXN5I0_A=>/BI0/PMATERIAL#covw""          AS M1                                 -- 상품
                     ON M1.""MATERIAL"" = A.""MATERIAL""
                    AND M1.""OBJVERS""  = 'A'
        --*
        LEFT OUTER JOIN ""/BIC/ZHOUJR6DH0GYCUAXN5I0_A=>/BIC/PZMATPLANT#covw""         AS M2                                 -- 점포 상품
                     ON M2.""PLANT""    = A.""PLANT""
                    AND M2.""/BIC/ZMATPLANT""= A.""MATERIAL""
                    AND M2.""OBJVERS""  = 'A'
        --*
        LEFT OUTER JOIN ""/BIC/AZMD_AD0036""        AS H1                                 -- 상품 HISTORY
                     ON H1.""MATERIAL"" = A.""MATERIAL""
                    AND H1.""CALMONTH"" = A.CALMONTH
        --*
        LEFT OUTER JOIN ""/BIC/ZHOUJR6DH0GYCUAXN5I0_A=>/BIC/AZMD_AD0042#covw""        AS H2                                 -- 점포 상품 HISTORY
                     ON H2.""PLANT""    = A.""PLANT""
                    AND H2.""MATERIAL""= A.""MATERIAL""
                    AND H2.""CALMONTH"" = A.CALMONTH
        --*
        LEFT OUTER JOIN ""/BIC/ZHOUJR6DH0GYCUAXN5I0_A=>/BI0/PPROFIT_CTR#covw"" AS PRCTR
                     ON   A.CO_AREA     = PRCTR.CO_AREA
                     AND  A.PROFIT_CTR  = PRCTR.PROFIT_CTR
                     AND  PRCTR.OBJVERS = 'A'"
20260627153633863206000			SAPLRSPC_BACKEND	131,779	329.148000000	0.002000000	0.032000000	64,480	3,723,728	72,882,040,572	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
20260627083623704407000			SAPLRSPC_BACKEND	120,601	301.967000000	0.003000000	0.032000000	64,488	3,990,928	52,384,670,012	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
20260627093623128260000			SAPLRSPC_BACKEND	120,607	300.432000000	0.002000000	0.035000000	64,488	3,990,928	76,837,457,160	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
20260627073624006628000			SAPLRSPC_BACKEND	120,601	299.680000000	0.002000000	0.032000000	64,488	3,990,928	47,130,381,676	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
20260627163623618558000			SAPLRSPC_BACKEND	122,255	299.219000000	0.002000000	0.031000000	64,480	3,731,464	67,896,283,984	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
20260627103624058241000			SAPLRSPC_BACKEND	120,702	298.865000000	0.002000000	0.037000000	64,488	4,832,600	75,468,478,088	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
20260627133624301898000			SAPLRSPC_BACKEND	120,601	297.892000000	0.002000000	0.033000000	64,488	4,258,128	117,758,029,532	SELECT /* FDA READ */ "L" . "LOG_ID" , "L" . "STARTTIMESTAMP" , "C" . "CHAIN_ID" , "C" . "DRAW_TYPE" , "C" . "DRAW_VARIANT" , "C" . "DATUM" , "C" . "ZEIT" , "C" . "ANALYZED" , "C" . "ANALYZED_STATUS" , "C" . "META_LOG" , "C" . "CCMS_REPORTED" , "C" . "META_DEST" , "C" . "META_WIID" , "C" . "META_LOGSYS" , "C" . "META_REPORTED" , "C" . "SYNCHRONOUS" , "C" . "META_API" , "C" . "REPORTED_STATUS" , "C" . "SYNC_DEBUG" , "C" . "META_REMOTEVAR" , "C" . "MANUAL_ABORT" , "C" . "STREAMING" , "C" . "META_URI" FROM "RSPCLOGCHAIN" "C" INNER JOIN "RSPCPROCESSLOG" "L" ON "C" . "LOG_ID" = "L" . "LOG_ID" WHERE "C" . "CHAIN_ID" = ? AND "C" . "LOG_ID" <> N'%RECENT%' AND "L" . "TYPE" = N'TRIGGER' AND "L" . "STARTTIMESTAMP" <= ? ORDER BY "C" . "DATUM" DESC , "C" . "ZEIT" DESC LIMIT ?
